,status,price,bed,bath,acre_lot,city,zip_code,house_size,prev_sold_date,Special_property,County,2023 General Hospital Facilities,2023 General Hospital Total Occupancy Rate,2023 General Hospital Average Stay in Days,2023 Nursing Home Facilities,"2023 Nursing Home Average Occupancy, Percent",2023 Child Care Learning Centers,Unnamed: 0,"2023 Reported Violent Crime, Murder","2023 Reported Violent Crime, Rape","2023 Reported Violent Crime, Robbery","2023 Reported Violent Crime, Aggravated Assault",2023 Total Violent Crimes Reported,"2023 Reported Violent Crimes, Percent","2023 Reported Violent Crime Rate per 100,000 Population","2023 Reported Property Crime, Burglary","2023 Reported Property Crime, Larceny","2023 Reported Property Crime, Motor Vehicle Theft",2023 Total Property Crimes Reported,"2023 Reported Property Crimes, Percent","2023 Reported Property Crime Rate per 100,000 Population",2021 Total Index Crimes Reported,2023 Total Index Crimes Reported,2022 Average Number of Months Reported,2023 Average Number of Months Reported,2021-2023 Percent Change in Total Crimes Reported,"2023 Total Index Crime Rate per 100,000 Population",2023 Rank of Rate,"2022 Average Number of Establishments, All Industries","2022 Average Monthly Employment, All Industries","2022 Average Weekly Wages, All Industries, Dollars","2022 Average Number of Establishments, Goods Producing Industries","2022 Monthly Average Employment, Goods Producing Industries","2022 Monthly Average Employment, Goods Producing Industries.1","2022 Average Weekly Wages, Goods Producing Industries, Dollars","2022 Average Number of Establishments, Agriculture, Forestry, Fishing and Hunting","2022 Average Monthly Employment, Agriculture, Forestry, Fishing and Hunting","2022 Average Weekly Wages, Agriculture, Forestry, Fishing and Hunting, Dollars","2022 Average Number of Establishments, Construction","2022 Average Monthly Employment, Construction","2022 Average Weekly Wages, Construction, Dollars","2022 Average Number of Establishments, Manufacturing","2022 Average Monthly Employment, Manufacturing","2022 Average Weekly Wages, Manufacturing, Dollars","2022 Average Number of Establishments, Government","2022 Average Monthly Employment, Government","2022 Employment, Government, Percent of Total Industries","2022 Average Weekly Wages, Government, Dollars","2022 Average Number of Establishments, Service Providing Industries","2022 Average Monthly Employment, Service Providing Industries","2022 Employment, Service Providing Industries, Percent of Total Industries","2022 Average Weekly Wages, Service Providing Industries, Dollars","2022 Average Number of Establishments, Wholesale Trade Industries","2022 Average Monthly Employment, Wholesale Trade Industries","2022 Average Weekly Wages, Wholesale Trade Industries, Dollars","2022 Average Number of Establishments, Retail Trade Industries","2022 Average Monthly Employment, Retail Trade Industries","2022 Average Weekly Wages, Retail Trade Industries, Dollars","2022 Average Number of Establishments, Transportation and Warehousing Industries","2022 Average Monthly Employment, Transportation and Warehousing Industries","2022 Average Weekly Wages, Transportation and Warehousing Industries, Dollars","2022 Average Number of Establishments, Finance and Insurance Industries","2022 Average Monthly Employment, Finance and Insurance Industries","2022 Average Weekly Wages, Finance and Insurance Industries, Dollars","2022 Average Number of Establishments, Professional, Scientific, and Technical Services","2022 Average Monthly Employment, Professional, Scientific, and Technical Services","2022 Average Weekly Wages, Professional, Scientific, and Technical Services, Dollars","2022 Average Number of Establishments, Administrative, Support, Waste Management, and Remediation Industries","2022 Average Monthly Employment, Administrative, Support, Waste Management, and Remediation Industries","2022 Average Weekly Wages, Administrative, Support, Waste Management, and Remediation Industries, Dollars","2022 Average Number of Establishments, Health Care and Social Assistance Industries","2022 Average Monthly Employment, Health Care and Social Assistance Industries","2022 Average Weekly Wages, Health Care and Social Assistance Industries, Dollars","2022 Average Number of Establishments, Accommodation and Food Services Industries","2022 Average Monthly Employment, Accommodation and Food Services Industries","2022 Average Weekly Wages, Accommodation and Food Services Industries, Dollars"
5884,for_sale,470000.0,4.0,3.0,0.6,Lilburn,30047.0,2772.0,4/19/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5885,for_sale,375000.0,4.0,3.0,0.63,Lilburn,30047.0,2204.0,6/24/2019,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5886,for_sale,295000.0,3.0,3.0,0.27,Lilburn,30047.0,1886.0,7/22/2016,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5887,for_sale,440000.0,5.0,3.0,0.45,Lilburn,30047.0,,4/18/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5888,for_sale,497480.0,4.0,3.0,,Lilburn,30047.0,2345.0,,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5889,for_sale,503980.0,4.0,3.0,,Lilburn,30047.0,2345.0,,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5890,for_sale,530000.0,3.0,2.0,6.43,Lilburn,30047.0,,,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5891,for_sale,402450.0,3.0,3.0,0.03,Lilburn,30047.0,1936.0,,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5892,for_sale,414850.0,3.0,3.0,0.03,Lilburn,30047.0,1980.0,,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5893,for_sale,403850.0,3.0,3.0,0.03,Lilburn,30047.0,1980.0,,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5894,for_sale,402450.0,3.0,3.0,0.03,Lilburn,30047.0,1936.0,5/31/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5895,for_sale,414850.0,3.0,3.0,0.03,Lilburn,30047.0,1980.0,5/31/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5896,for_sale,403850.0,3.0,3.0,0.03,Lilburn,30047.0,1980.0,5/31/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5897,for_sale,369995.0,4.0,3.0,0.46,Lilburn,30047.0,2464.0,3/28/2017,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5898,for_sale,889900.0,6.0,6.0,0.5,Lilburn,30047.0,6257.0,,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5899,for_sale,210000.0,2.0,3.0,0.02,Lilburn,30047.0,1408.0,4/18/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5900,for_sale,368000.0,4.0,3.0,0.57,Lilburn,30047.0,2309.0,2/5/1986,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5901,for_sale,450900.0,4.0,3.0,0.77,Lilburn,30047.0,2999.0,4/25/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5902,for_sale,429900.0,4.0,4.0,0.77,Lilburn,30047.0,3169.0,3/29/2001,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5903,for_sale,280000.0,4.0,3.0,0.5,Lilburn,30047.0,1978.0,4/18/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5904,for_sale,309000.0,3.0,1.0,0.57,Lilburn,30047.0,1464.0,3/7/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5905,for_sale,395000.0,5.0,4.0,0.92,Lilburn,30047.0,2788.0,4/22/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5906,for_sale,448000.0,4.0,3.0,0.42,Lilburn,30047.0,2421.0,9/6/1989,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5907,for_sale,249900.0,3.0,2.0,0.26,Lilburn,30047.0,1268.0,3/2/1987,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5908,for_sale,334900.0,3.0,2.0,0.65,Lilburn,30047.0,2082.0,4/19/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5909,for_sale,372000.0,3.0,2.0,0.66,Lilburn,30047.0,1608.0,2/18/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5910,for_sale,365000.0,3.0,2.0,0.42,Lilburn,30047.0,2703.0,4/28/1993,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5911,for_sale,460000.0,4.0,3.0,0.17,Lilburn,30047.0,2999.0,10/1/2021,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5912,for_sale,265000.0,3.0,2.0,0.54,Lilburn,30047.0,,4/28/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5913,for_sale,295000.0,4.0,3.0,0.41,Lilburn,30047.0,2000.0,4/12/2022,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5914,for_sale,447000.0,5.0,3.0,0.52,Lilburn,30047.0,3028.0,7/13/2016,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5915,for_sale,375000.0,3.0,3.0,0.18,Lilburn,30047.0,2208.0,7/20/2007,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
5916,for_sale,359000.0,3.0,2.0,0.04,Lilburn,30047.0,2138.0,1/10/2001,False,Gwinnett,3,98.90%,6.2,11,88.80%,223,66,35.0,430,437,"1,985","2,887",16.8%,292.8,"1,774","10,946","1,469","14,189",82.4%,"1,439.0","3,248","17,213",9.2,9.7,430.0%,"1,745.7",112,"37,073","373,718","$1,214","4,388","52,002",13.9%,"$1,433",28,280,$842,"3,158","23,904","$1,418","1,186","27,592","$1,451",272,"37,959",10.2%,"$1,150","25,966","281,097",75.2%,"$1,183","2,639","32,073","$1,655","3,152","50,385",$849,"1,005","12,072","$1,218","1,633","12,068","$1,687","4,491","30,320","$1,887","2,334","31,478",$946,"2,939","38,060",$996,"2,615","32,953",$473
